kingdom	phylum	class	order_	family	v_kingdom	v_phylum	v_class	v_order	v_family	v_genus	kingdomkey	phylumkey	orderkey	classkey	familykey	scientificname	v_scientificname	publisher_rank	taxonrank	occ_count	n_dataset	n_publisher	datasetkeys
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae					Lamiaceae	cantinoa	6	7707728	408	220	2497	Lamiaceae	Lamiaceae cantinoa althaeifolia (pohl ex benth.) harley & j.f.b. pastore	SPECIES	FAMILY	29	5	1	803eb96c-4779-41e3-a511-fd124732774f;5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269;339e9de5-ee9a-4718-8837-0bc5b4f933f5;7fde5656-64fd-4442-ae89-60becebc29a6
Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae					Solanaceae	solanum	6	7707728	1176	220	7717	Solanaceae	Solanaceae solanum aparadense l.a. mentz & m. nee	SPECIES	FAMILY	29	3	1	5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269;4bda7e86-c7c0-440e-bed4-bde6c52a28c2
Plantae				Pteridophyta					Pteridophyta	Pteris	6				6027660	Pteridophyta	Pteridophyta Pteris altissima Poir.	SPECIES	FAMILY	29	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. detarioideae	Brodriguesia	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. detarioideae Brodriguesia santosii R.S.Cowan	SPECIES	FAMILY	29	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae					Bromeliaceae	vriesea	6	7707728	1369	196	3740	Bromeliaceae	Bromeliaceae vriesea procera (mart. ex schwet.) witt.	SPECIES	FAMILY	29	1	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	acmella	6	7707728	414	220	3065	Asteraceae	Asteraceae acmella bellidioides (smith) r. k. jansen	SPECIES	FAMILY	29	1	1	f68d90e0-46dd-4ac4-acac-ade9d2645886
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae					Rubiaceae	psychotria	6	7707728	412	220	8798	Rubiaceae	Rubiaceae psychotria leiocarpa cham. | schltdl.	SPECIES	FAMILY	29	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	pseudognaphalium	6	7707728	414	220	3065	Asteraceae	Asteraceae pseudognaphalium cheiranthifolium (lam.) hilliard & b.l. burtt	SPECIES	FAMILY	29	1	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae					Gesneriaceae	codonanthopsis	6	7707728	408	220	6654	Gesneriaceae	Gesneriaceae codonanthopsis uleana (fritsch.)chautems & mart. perret	SPECIES	FAMILY	29	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae					Myrtaceae	campomanesia	6	7707728	690	220	5014	Myrtaceae	Myrtaceae campomanesia adamantium (cambess.) o. berg.	SPECIES	FAMILY	29	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Portulacaceae					Portulacaceae	portulaca	6	7707728	422	220	6717	Portulacaceae	Portulacaceae portulaca hirsutissima camb.	SPECIES	FAMILY	29	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae					Lamiaceae	medusantha	6	7707728	408	220	2497	Lamiaceae	Lamiaceae medusantha martiusii (benth.) harley & j.f.b. pastore ex benth.	SPECIES	FAMILY	29	2	1	c0a459c6-2ae7-4890-a1e4-38e24e671269;339e9de5-ee9a-4718-8837-0bc5b4f933f5
Plantae	Tracheophyta	Liliopsida	Asparagales	Iridaceae					Iridaceae	cypella	6	7707728	1169	196	7698	Iridaceae	Iridaceae cypella pusilla (link & otto) benth. & hook. f. ex b.d. jacks	SPECIES	FAMILY	29	1	1	4bda7e86-c7c0-440e-bed4-bde6c52a28c2
Plantae				Pteridophyta					Pteridophyta	alsophila	6				6027660	Pteridophyta	Pteridophyta alsophila arbuscula C.Presl	SPECIES	FAMILY	29	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Animalia	Arthropoda		Mesostigmata	Prodinychidae					Prodinychidae	Prodinychus	1	54	1109		10782562	Prodinychidae	Prodinychus hummelincki Sellnick	SPECIES	FAMILY	29	1	1	b4aad9c3-518b-4550-82de-c70a7ead1b64
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	austroeupatorium	6	7707728	414	220	3065	Asteraceae	Asteraceae austroeupatorium laete-virens (hook. & arn.) r.m. king & h. rob.	SPECIES	FAMILY	29	1	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Plantae	Tracheophyta	Polypodiopsida	Schizaeales	Schizaeaceae					Schizaeaceae	schizaea	6	7707728	7229401	7228684	2366	Schizaeaceae	Schizaeaceae schizaea elegans (vehl) sm.	SPECIES	FAMILY	29	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae					Plantae		Algae		Algae	Hormothamnion	6					Plantae	Hormothamnion enteromorphoides Grunow	SPECIES	KINGDOM	29	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae					Cyperaceae	bulbostylis	6	7707728	1369	196	7708	Cyperaceae	Cyperaceae bulbostylis lanata (kunth) lindl.	SPECIES	FAMILY	29	2	1	803eb96c-4779-41e3-a511-fd124732774f;af0ac0ba-b895-47a2-ac64-30517f109c33
Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Peltoschema	1	54	1470	216	7780	Chrysomelidae	Peltoschema delicatula	SPECIES	FAMILY	29	3	3	d0e133c0-6c8a-11de-8226-b8a03c50a862;4ffe66a0-6c8b-11de-8226-b8a03c50a862;39905320-6c8a-11de-8226-b8a03c50a862
Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae					Moraceae	artocarpus	6	7707728	691	220	6640	Moraceae	Moraceae artocarpus incisus (Thunb.) L.f.	SPECIES	FAMILY	29	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae					Sapotaceae	chrysophyllum	6	7707728	1353	220	8802	Sapotaceae	Sapotaceae chrysophyllum marginatum (hook. | arn.) radlk.	SPECIES	FAMILY	29	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Rhodophyta	Florideophyceae	Rhodymeniales	Rhodymeniaceae					Rhodymeniaceae	botryocladia	6	106	676	342	4951	Rhodymeniaceae	Rhodymeniaceae botryocladia occidentalis (borgesen) kylin	SPECIES	FAMILY	29	2	1	c755bc4d-35da-4bf5-8026-53324410b17e;a7f1d343-b5cd-4890-bd44-72dfd4b6afb7
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	eriosema	6	7707728	1370	220	5386	Fabaceae	Fabaceae eriosema rufum (kunth) g. don	SPECIES	FAMILY	29	3	1	5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269;cde44dc3-3b14-49d9-840b-5073d5284e9e
Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae					Convolvulaceae	ipomoea	6	7707728	1176	220	2389	Convolvulaceae	Convolvulaceae ipomoea indivisa (vell.) hallier	SPECIES	FAMILY	29	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Liliopsida	Asparagales	Iridaceae					Iridaceae	sisyrinchium	6	7707728	1169	196	7698	Iridaceae	Iridaceae sisyrinchium aff. palmifolium l.	SPECIES	FAMILY	29	1	1	4bda7e86-c7c0-440e-bed4-bde6c52a28c2
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae					Labiatae	Hyptis	6	7707728	408	220	2497	Labiatae	Labiatae Hyptis suaveolens (L.)Poit.	SPECIES	FAMILY	29	2	1	c71c8000-9fc7-422c-804a-ce6abe751771;ebed4456-76d2-408c-8467-fd66be066521
Plantae					Plantae		Algae		Algae	Sarcothalia	6					Plantae	Sarcothalia stiriata (Turner) Leister	SPECIES	KINGDOM	29	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Basellaceae					Basellaceae	anredera	6	7707728	422	220	3063	Basellaceae	Basellaceae anredera cordifolia	SPECIES	FAMILY	29	3	1	02cb399f-3283-49fa-bce0-627c7f83083f;3cb7fc60-aa95-4556-b987-b7f6f593b9a1;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	chamaecrista	6	7707728	1370	220	5386	Fabaceae	Fabaceae chamaecrista decora (h.s.irwin & barneby) conc., l.p.queiroz & g.p.lewis	SPECIES	FAMILY	29	3	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a;f5d836d5-cb15-4178-8f57-68ef1d6551e9;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Connaraceae					Connaraceae	connarus	6	7707728	7224021	220	6669	Connaraceae	Connaraceae connarus coriaceus	SPECIES	FAMILY	29	1	1	803eb96c-4779-41e3-a511-fd124732774f
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	crotalaria	6	7707728	1370	220	5386	Fabaceae	Fabaceae crotalaria maypurenses kunth	SPECIES	FAMILY	29	1	1	af0ac0ba-b895-47a2-ac64-30517f109c33
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Placopsis	5					Fungi	Placopsis gelida	SPECIES	KINGDOM	28	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Acanthaceae					Acanthaceae	ruellia	6	7707728	408	220	2393	Acanthaceae	Acanthaceae ruellia costata (nees) hiern.	SPECIES	FAMILY	28	2	1	02faa0b5-13d0-48d0-8479-757c496ac6a5;9e54731f-ca52-4389-95cb-e4feedc7593e
Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae					Ericaceae	agarista	6	7707728	1353	220	2505	Ericaceae	Ericaceae agarista pulchella	SPECIES	FAMILY	28	2	1	c71c8000-9fc7-422c-804a-ce6abe751771;02cb399f-3283-49fa-bce0-627c7f83083f
Fungi					Fungi				Sphaeriales	Poronia	5					Fungi	Poronia punctata L.: Fr.	SPECIES	KINGDOM	28	1	1	85b2fcd8-f762-11e1-a439-00145eb45e9a
Animalia	Arthropoda		Sarcoptiformes	Glycyphagidae	Animalia	Arthropoda von Siebold, 1848	Arachnida Lamarck, 1801	Astigmata G. Canestrini, 1891	Glycyphagidae Berlese, 1887	Ctenoglyphus	1	54	542		2844	Glycyphagidae	Ctenoglyphus plumiger (Koch, 1835)	SPECIES	FAMILY	28	1	1	8138eb72-f762-11e1-a439-00145eb45e9a
Plantae	Tracheophyta	Magnoliopsida	Solanales	Convolvulaceae					Convolvulaceae	evolvulus	6	7707728	1176	220	2389	Convolvulaceae	Convolvulaceae evolvulus latifolius Choisy	SPECIES	FAMILY	28	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	senegalia	6	7707728	1370	220	5386	Fabaceae	Fabaceae senegalia velutina (dc.) seigler | ebinger	SPECIES	FAMILY	28	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae					Polygonaceae	coccoloba	6	7707728	422	220	2416	Polygonaceae	Polygonaceae coccoloba rosea meissn.	SPECIES	FAMILY	28	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae				Pteridophyta					Pteridophyta	Pellaea	6				6027660	Pteridophyta	Pteridophyta Pellaea pinnata (Kaulf.) Prantl	SPECIES	FAMILY	28	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Onagraceae					Onagraceae	fuchsia	6	7707728	690	220	2430	Onagraceae	Onagraceae fuchsia brevilobis p.e. berry	SPECIES	FAMILY	28	2	1	5c9a924c-8d45-4452-8604-415a118578aa;3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Animalia	Arthropoda	Malacostraca	Isopoda	Sphaeromatidae	Animalia	Arthropoda	Malacostraca	Isopoda	Sphaeromatidae	Ciliacea	1	54	643	229	2045	Sphaeromatidae	Ciliacea caudata	SPECIES	FAMILY	28	1	1	854e35e6-f762-11e1-a439-00145eb45e9a
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Aristida	6	7707728	1369	196	3073	Poaceae	ArIstida adscensionis	SPECIES	FAMILY	28	1	1	beefc0e5-520f-446c-8d7a-2e1c35394144
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Porpidia	5					Fungi	Porpidia macrocarpa	SPECIES	KINGDOM	28	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae					Orchidaceae	maxillaria	6	7707728	1169	196	7689	Orchidaceae	Orchidaceae maxillaria leucaimata barb. rodr.	SPECIES	FAMILY	28	5	1	c71c8000-9fc7-422c-804a-ce6abe751771;02cb399f-3283-49fa-bce0-627c7f83083f;f68d90e0-46dd-4ac4-acac-ade9d2645886;7fde5656-64fd-4442-ae89-60becebc29a6;75ffc475-3a0c-456d-b394-314489709e88
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae					Polypodiaceae	adiantum	6	7707728	392	7228684	2368	Polypodiaceae	Polypodiaceae adiantum raddianum presl, c.	SPECIES	FAMILY	28	1	1	75ffc475-3a0c-456d-b394-314489709e88
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	oedochloa	6	7707728	1369	196	3073	Poaceae	Poaceae oedochloa camporum (swallen) c. silva & r.p. oliveira	SPECIES	FAMILY	28	1	1	9e54731f-ca52-4389-95cb-e4feedc7593e
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Verbenaceae					Verbenaceae	lantana	6	7707728	408	220	6689	Verbenaceae	Verbenaceae lantana chamissonis (d. dietr.) benth. & hook. f.	SPECIES	FAMILY	28	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	senna	6	7707728	1370	220	5386	Fabaceae	Fabaceae senna macranthera (collad.) h.s. irwin & barneby	SPECIES	FAMILY	28	1	1	4bda7e86-c7c0-440e-bed4-bde6c52a28c2
Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae					Lauraceae	cryptocarya	6	7707728	407	220	6688	Lauraceae	Lauraceae cryptocarya moschata mez	SPECIES	FAMILY	28	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. cercidoideae	Phanera	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. cercidoideae Phanera glabra (Jacq.) Vaz	SPECIES	FAMILY	28	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Fungi	Ascomycota	Dothideomycetes		Excipulaceae	Fungi	Fungi	Fungi	Fungi	Excipulaceae	Heteropatella	5	95		183	3309233	Excipulaceae	Heteropatella umbilicata	SPECIES	FAMILY	28	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae					Polypodiaceae	campyloneurum	6	7707728	392	7228684	2368	Polypodiaceae	Polypodiaceae campyloneurum angustifolium (sw.) f	SPECIES	FAMILY	28	1	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Plantae				Pteridophyta					Pteridophyta	Pecluma	6				6027660	Pteridophyta	Pteridophyta Pecluma filicula (Kaulf.) M.G.Price	SPECIES	FAMILY	28	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Erythroxylaceae					Erythroxylaceae	erythroxylum	6	7707728	1414	220	6686	Erythroxylaceae	Erythroxylaceae erythroxylum gonocladum (mart.) o.e. schulz	SPECIES	FAMILY	28	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae					Solanaceae	solanum	6	7707728	1176	220	7717	Solanaceae	Solanaceae solanum nigrescens martens & gal.	SPECIES	FAMILY	28	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae					Solanaceae	solanum	6	7707728	1176	220	7717	Solanaceae	Solanaceae solanum quaesitum c.v.morton ex gleason & a.c.sm.	SPECIES	FAMILY	28	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	arrabidaea	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae arrabidaea brachypoda (dc.)bur.	SPECIES	FAMILY	28	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	andropogon	6	7707728	1369	196	3073	Poaceae	Poaceae andropogon angustatus (j.presl) steud.	SPECIES	FAMILY	28	3	1	9e54731f-ca52-4389-95cb-e4feedc7593e;f5d836d5-cb15-4178-8f57-68ef1d6551e9;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae					Sapindaceae	cupania	6	7707728	933	220	6657	Sapindaceae	Sapindaceae cupania scrobiculata	SPECIES	FAMILY	28	1	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Plantae	Tracheophyta	Magnoliopsida	Rosales	Moraceae					Moraceae	ficus	6	7707728	691	220	6640	Moraceae	Moraceae ficus paraensis	SPECIES	FAMILY	28	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	setaria	6	7707728	1369	196	3073	Poaceae	Poaceae setaria vulpiseta	SPECIES	FAMILY	28	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae				Pteridophyta					Pteridophyta	Diplazium	6				6027660	Pteridophyta	Pteridophyta Diplazium ambiguum Raddi	SPECIES	FAMILY	28	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae					Polypodiaceae	pecluma	6	7707728	392	7228684	2368	Polypodiaceae	Polypodiaceae pecluma paradiseae (lansd. & ficher) m.g. price	SPECIES	FAMILY	28	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	fridericia	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae fridericia patellifera (schltdl.) l.g. lohmann	SPECIES	FAMILY	28	3	1	803eb96c-4779-41e3-a511-fd124732774f;5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	echinochloa	6	7707728	1369	196	3073	Poaceae	Poaceae echinochloa cruz-galli (l.) p. beauv.	SPECIES	FAMILY	28	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	stylosanthes	6	7707728	1370	220	5386	Fabaceae	Fabaceae stylosanthes macrocephala m.b. ferreira & s. costa	SPECIES	FAMILY	28	2	1	5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269
Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae					Malvaceae	pavonia	6	7707728	941	220	6685	Malvaceae	Malvaceae pavonia garckeana guerke	SPECIES	FAMILY	28	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae					Orchidaceae	bifrenaria	6	7707728	1169	196	7689	Orchidaceae	Orchidaceae bifrenaria aureofulva (hook.) lindl.	SPECIES	FAMILY	28	5	1	e7b96ed9-da1c-4eec-a481-281b1b319e48;e257fa65-598c-4f11-b03e-dfeba1191db8;75ffc475-3a0c-456d-b394-314489709e88;a185d0c4-1a12-45c1-a729-2a7b058b528d;eab87e69-2ff6-4a67-9747-962b76fbd7cc
Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae					Ericaceae	gaylussacia	6	7707728	1353	220	2505	Ericaceae	Ericaceae gaylussacia oleifolia	SPECIES	FAMILY	28	1	1	02cb399f-3283-49fa-bce0-627c7f83083f
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae					Melastomataceae	lavoisiera	6	7707728	690	220	6683	Melastomataceae	Melastomataceae lavoisiera imbricata (thunb.) a.dc.	SPECIES	FAMILY	28	1	1	1aedcdff-24f2-4925-8e55-23eeef236b0d
Animalia	Chordata	Actinopterygii	Acipenseriformes	Acipenseridae					Acipenseridae		1	44	1103	204	2947	Acipenseridae	Acipenser ruthenus x Huso huso	SPECIES	FAMILY	28	1	1	ad43e954-dd79-4986-ae34-9ccdbd8bf568
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	digitaria	6	7707728	1369	196	3073	Poaceae	Poaceae digitaria monodactyla	SPECIES	FAMILY	28	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae				Pteridophyta					Pteridophyta	Polypodium	6				6027660	Pteridophyta	Pteridophyta Polypodium loriceum L.	SPECIES	FAMILY	28	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae					Lauraceae	aniba	6	7707728	407	220	6688	Lauraceae	Lauraceae aniba panurensis	SPECIES	FAMILY	28	2	1	a185d0c4-1a12-45c1-a729-2a7b058b528d;bcf92a29-8c8d-4938-aa53-554ee99116ac
Animalia	Mollusca	Gastropoda	Stylommatophora	Punctidae				Stylommatophora	Punctidae	Sericoconcha	1	52	1456	225	9428	Punctidae	Sericoconcha fulgurata (Suter, 1909)	SPECIES	FAMILY	28	1	1	e2980e63-d152-4219-8c1e-0ffdef3ea6aa
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae					Rubiaceae	galianthe	6	7707728	412	220	8798	Rubiaceae	Rubiaceae galianthe verbenoides (cham. & schltdl.) e.l.cabral	SPECIES	FAMILY	28	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae					Rubiaceae	palicourea	6	7707728	412	220	8798	Rubiaceae	Rubiaceae palicourea macrobotrys (ruiz & pav.) & schult.	SPECIES	FAMILY	28	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae				Pteridophyta					Pteridophyta	Trichomanes	6				6027660	Pteridophyta	Pteridophyta Trichomanes cristatum Kaulf.	SPECIES	FAMILY	28	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Liliopsida	Zingiberales	Heliconiaceae					Heliconiaceae	heliconia	6	7707728	627	196	4677	Heliconiaceae	Heliconiaceae heliconia acuminata	SPECIES	FAMILY	28	1	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Buellia	5					Fungi	Buellia alboatra	SPECIES	KINGDOM	28	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. dialioideae	Martiodendron	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. dialioideae Martiodendron mediterraneum (Mart. ex Benth.) R.C.Koeppen	SPECIES	FAMILY	28	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Nyctaginaceae					Nyctaginaceae	pisonia	6	7707728	422	220	6718	Nyctaginaceae	Nyctaginaceae pisonia olfersiana link, klotzsch & otto	SPECIES	FAMILY	28	2	1	267f93fe-9f32-4770-909e-a751a1020957;9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. detarioideae	Peltogyne	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. detarioideae Peltogyne pauciflora Benth.	SPECIES	FAMILY	28	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Malpighiaceae					Malpighiaceae	heteropterys	6	7707728	1414	220	6676	Malpighiaceae	Malpighiaceae heteropterys dusenii nied. ex descr.	SPECIES	FAMILY	28	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae					Polyporaceae	earliella	5	34	1145	186	3286	Polyporaceae	Polyporaceae earliella scabrosa (pers.) gilb. & ryvarden 	SPECIES	FAMILY	28	1	1	803eb96c-4779-41e3-a511-fd124732774f
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	swartzia	6	7707728	1370	220	5386	Fabaceae	Fabaceae swartzia polita (benth.) conc., l.p.queiroz & g.p.lewis	SPECIES	FAMILY	28	1	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae					Melastomataceae	tibouchina	6	7707728	690	220	6683	Melastomataceae	Melastomataceae tibouchina granulosa (desv.) cogn.	SPECIES	FAMILY	28	2	1	5c9a924c-8d45-4452-8604-415a118578aa;339e9de5-ee9a-4718-8837-0bc5b4f933f5
Plantae	Tracheophyta	Magnoliopsida	Fabales	Polygalaceae					Polygalaceae	polygala	6	7707728	1370	220	2417	Polygalaceae	Polygalaceae polygala densiracemosa r. lüdtke, chies & miotto	SPECIES	FAMILY	28	1	1	4bda7e86-c7c0-440e-bed4-bde6c52a28c2
Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae					Solanaceae	aureliana	6	7707728	1176	220	7717	Solanaceae	Solanaceae aureliana wettsteiniana (vitasek) a.t. hunziker & g.e. barbosa	SPECIES	FAMILY	28	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	dolichandra	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae dolichandra unguiculata (vell.) l.g. lohmann	SPECIES	FAMILY	28	2	1	c0a459c6-2ae7-4890-a1e4-38e24e671269;143fd714-b939-4cf7-a078-acdde353a914
Plantae					Plantae		Algae		Algae	Calothrix	6					Plantae	Calothrix aeruginea (Kütz.) Thur.	SPECIES	KINGDOM	28	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae					Myrtaceae	myrcia	6	7707728	690	220	5014	Myrtaceae	Myrtaceae myrcia grandiflora (o. berg) nied.	SPECIES	FAMILY	28	1	1	5c9a924c-8d45-4452-8604-415a118578aa
